channel,u_change,u_spectral,u_surprise,m_peak,m_band,channel_effective_rank,m_channel,U,M,dataset,segment,window_start,window_stop,unit_id,U_bucket,M_bucket
6,0.49063240241407347,0.07168466936128876,0.8304359358327938,0.25,0.669857469062283,0.99999999000004,0.0,0.46425100253605206,0.30661915635409437,ETTh2,raw,24,120,raw:24:6,high,low
0,0.6484466407700715,0.16664765401551274,0.6021437763084884,0.5,0.8388030129696923,0.9999999900000679,0.0,0.47241269036469086,0.44626767098989745,ETTh2,raw,72,168,raw:72:0,high,mid
1,0.39150248000800036,0.20918179780420268,0.5199625200412997,1.0,0.9025415669684428,0.9999999900000679,0.0,0.37354893261783423,0.6341805223228142,ETTh2,raw,72,168,raw:72:1,mid,high
2,0.6376577787859287,0.12205966553081075,0.7908702946394498,0.625,0.8537681777115259,0.9999999900000679,0.0,0.5168625796520631,0.492922725903842,ETTh2,raw,72,168,raw:72:2,high,mid
3,0.17219980221899467,0.25271475198563265,0.5087853803865272,1.0,0.9009235610550421,0.9999999900000679,0.0,0.31123331153038486,0.6336411870183474,ETTh2,raw,72,168,raw:72:3,low,high
4,0.45333639535899173,0.20225368850246195,0.5351003617482789,0.75,0.8574550423060405,0.9999999900000679,0.0,0.3968968152032442,0.5358183474353468,ETTh2,raw,72,168,raw:72:4,mid,mid
5,0.0,0.2051373148975487,0.523779639569938,1.0,0.8412945274882746,0.9999999900000679,0.0,0.2429723181558289,0.6137648424960915,ETTh2,raw,72,168,raw:72:5,low,high
6,0.6984891164289468,0.04810455641195366,0.08789880697626541,0.125,0.7749563277912012,0.9999999900000679,0.0,0.2781641599390553,0.29998544259706705,ETTh2,raw,72,168,raw:72:6,low,low
0,0.5629699996632256,0.1889914491815401,0.5281736639881602,0.75,0.7881681490069983,0.9999999900000761,0.0,0.426711704277642,0.5127227163356661,ETTh2,raw,96,192,raw:96:0,high,mid
1,0.43112040115035,0.165238548767797,0.6641116049447592,1.0,0.8799338451415705,0.9999999900000761,0.0,0.42015685162096866,0.6266446150471902,ETTh2,raw,96,192,raw:96:1,mid,high
2,0.659017484185296,0.20432259084524962,0.40924057447659334,0.625,0.8583147063192277,0.9999999900000761,0.0,0.424193549835713,0.4944382354397425,ETTh2,raw,96,192,raw:96:2,high,mid
3,0.6306316735145086,0.1725964568729439,0.5835114446485056,1.0,0.914933333305506,0.9999999900000761,0.0,0.462246525011986,0.6383111111018352,ETTh2,raw,96,192,raw:96:3,high,high
4,0.6657157245294267,0.34055670052792775,0.46915052176881805,1.0,0.8867626685507408,0.9999999900000761,0.0,0.49180764894205753,0.6289208895169136,ETTh2,raw,96,192,raw:96:4,high,high
5,0.0,0.137348496572152,1.0,1.0,0.8921245767291621,0.9999999900000761,0.0,0.3791161655240507,0.6307081922430541,ETTh2,raw,96,192,raw:96:5,mid,high
6,0.9369056652563156,0.5946295571270231,0.5386518406581321,0.375,0.713992372222413,0.9999999900000761,0.0,0.690062354347157,0.362997457407471,ETTh2,raw,96,192,raw:96:6,high,low
0,0.30593160056787705,0.06974376354714093,0.897057203634176,0.25,0.7470632872982652,0.9999999900012115,0.0,0.4242441892497313,0.33235442909942176,ETTh2,raw,144,240,raw:144:0,high,low
1,0.5611650506936534,0.17748382311049637,0.8590671093104548,0.5,0.82048321515742,0.9999999900012115,0.0,0.5325719943715349,0.44016107171914,ETTh2,raw,144,240,raw:144:1,high,mid
2,0.30771045489632853,0.06574755205529638,0.9795188737392387,0.25,0.7752099811559748,0.9999999900012115,0.0,0.45099229356362125,0.34173666038532496,ETTh2,raw,144,240,raw:144:2,high,low
3,0.5151962886512212,0.18489743435227596,0.6043677046509626,0.75,0.8640203822990159,0.9999999900012115,0.0,0.4348204758848199,0.538006794099672,ETTh2,raw,144,240,raw:144:3,high,mid
4,0.685954816612248,0.2816404460504268,0.5162251650492768,0.625,0.9465755323711661,0.9999999900012115,0.0,0.49460680923731726,0.5238585107903887,ETTh2,raw,144,240,raw:144:4,high,mid
5,0.0,2.447982745639846e-06,0.0,1.0,0.7311364463267648,0.9999999900012115,0.0,8.159942485466152e-07,0.5770454821089216,ETTh2,raw,144,240,raw:144:5,low,mid
6,0.5480104468738421,0.022042006339310298,0.3146046136662646,0.25,0.5016072015977568,0.9999999900012115,0.0,0.29488568895980566,0.25053573386591893,ETTh2,raw,144,240,raw:144:6,low,low
0,0.1963795639540613,0.11343222552041228,0.43160321754127057,0.125,0.5998544723564425,0.999999990001365,0.0,0.2471383356719147,0.24161815745214751,ETTh2,raw,168,264,raw:168:0,low,low
1,0.33292962612896515,0.22637124341576542,0.7864040051655498,0.125,0.7985184279298752,0.999999990001365,0.0,0.4485682915700934,0.30783947597662503,ETTh2,raw,168,264,raw:168:1,high,low
2,0.15400889241780613,0.09145394990761521,0.4560051871363644,0.125,0.6069909087782771,0.999999990001365,0.0,0.23382267648726193,0.24399696959275904,ETTh2,raw,168,264,raw:168:2,low,low
3,0.2563743767297251,0.22036484814116153,0.8726915508462891,0.125,0.8057443856298157,0.999999990001365,0.0,0.44981025857239193,0.3102481285432719,ETTh2,raw,168,264,raw:168:3,high,low
4,0.5069243064693771,0.23475759515769934,0.5164647524924876,1.0,0.9693129706759916,0.999999990001365,0.0,0.4193822180398547,0.6564376568919972,ETTh2,raw,168,264,raw:168:4,mid,high
5,0.0,0.4681983615946592,0.0,0.0,0.7548509105644412,0.999999990001365,0.0,0.15606612053155308,0.25161697018814705,ETTh2,raw,168,264,raw:168:5,low,low
6,0.6363486713162566,0.06286187966868913,0.09485811699573747,0.125,0.4023728948908528,0.999999990001365,0.0,0.2646895559935611,0.1757909649636176,ETTh2,raw,168,264,raw:168:6,low,low
0,0.1748131513897978,0.08087210865543887,0.6125637048343511,0.125,0.608187434757662,0.9999999900021986,0.0,0.28941632162652925,0.24439581158588733,ETTh2,raw,192,288,raw:192:0,low,low
1,0.28510768110346063,0.2078774961399873,0.8185126326902693,0.375,0.8057720826171278,0.9999999900021986,0.0,0.4371659366445724,0.3935906942057093,ETTh2,raw,192,288,raw:192:1,high,low
2,0.08534779242241819,0.10959765560048569,0.5316558626648429,0.125,0.6007726774282279,0.9999999900021986,0.0,0.24220043689591556,0.2419242258094093,ETTh2,raw,192,288,raw:192:2,low,low
3,0.5001466480063133,0.2631045421482092,0.7111059079562114,0.5,0.8351765310455896,0.9999999900021986,0.0,0.4914523660369113,0.4450588436818632,ETTh2,raw,192,288,raw:192:3,high,mid
4,0.9699130595008199,0.18469441946916582,0.5436800932454057,0.75,0.845621700518634,0.9999999900021986,0.0,0.5660958574051304,0.531873900172878,ETTh2,raw,192,288,raw:192:4,high,mid
5,0.0,0.4697049387676171,0.0,0.375,0.7338987006516853,0.9999999900021986,0.0,0.15656831292253903,0.36963290021722844,ETTh2,raw,192,288,raw:192:5,low,low
6,0.1188397981577699,0.03784091165291691,0.2791217507913382,0.25,0.6449056898897181,0.9999999900021986,0.0,0.14526748686734167,0.298301896629906,ETTh2,raw,192,288,raw:192:6,low,low
0,0.109849997492385,0.0422002486370855,0.3722168174662705,0.125,0.5738202182912382,0.9999999900009142,0.0,0.17475568786524698,0.23294007276374606,ETTh2,raw,240,336,raw:240:0,low,low
1,0.4220515570362392,0.10931166781156035,0.4416751990382872,0.625,0.7895981633149847,0.9999999900009142,0.0,0.32434614129536227,0.4715327211049949,ETTh2,raw,240,336,raw:240:1,mid,mid
2,0.12718566897671502,0.04929938232651096,0.3515369364722424,0.125,0.5336048203200673,0.9999999900009142,0.0,0.17600732925848947,0.21953494010668909,ETTh2,raw,240,336,raw:240:2,low,low
3,0.3442554527772963,0.13795017296884782,0.4471829897252009,0.75,0.7961358554719624,0.9999999900009142,0.0,0.309796205157115,0.5153786184906541,ETTh2,raw,240,336,raw:240:3,low,mid
4,0.8351218164005433,0.30107771168787617,0.5270729429913906,0.875,0.8025196781768651,0.9999999900009142,0.0,0.5544241570266033,0.559173226058955,ETTh2,raw,240,336,raw:240:4,high,mid
5,0.0,0.4620598261123444,0.0,0.5,0.7437352505103201,0.9999999900009142,0.0,0.15401994203744815,0.4145784168367734,ETTh2,raw,240,336,raw:240:5,low,low
6,0.17902008455089502,0.2056732118069077,0.3906937402747621,0.25,0.7379298361343298,0.9999999900009142,0.0,0.2584623455441883,0.3293099453781099,ETTh2,raw,240,336,raw:240:6,low,low
0,0.36218318708147224,0.1740944898083231,0.33022793356736574,0.125,0.6330269853248782,0.9999999900011323,0.0,0.2888352034857204,0.2526756617749594,ETTh2,raw,264,360,raw:264:0,low,low
1,0.3479649008937269,0.13925548228928397,0.38343409392387107,0.75,0.8856800498883851,0.9999999900011323,0.0,0.2902181590356273,0.5452266832961284,ETTh2,raw,264,360,raw:264:1,low,mid
2,0.2416607978660803,0.13094690256474864,0.3270289990708139,0.125,0.6016285560999822,0.9999999900011323,0.0,0.23321223316721426,0.24220951869999408,ETTh2,raw,264,360,raw:264:2,low,low
3,0.5337443127999231,0.13611726974208666,0.4597713820777436,1.0,0.9105866156658441,0.9999999900011323,0.0,0.3765443215399178,0.636862205221948,ETTh2,raw,264,360,raw:264:3,mid,high
4,0.5055364032468503,0.2179521526844386,0.6290840739890244,0.875,0.7672409934981627,0.9999999900011323,0.0,0.45085754330677114,0.5474136644993876,ETTh2,raw,264,360,raw:264:4,high,mid
5,0.0,0.46471617739304333,0.0,0.125,0.7537739646172724,0.9999999900011323,0.0,0.15490539246434779,0.29292465487242414,ETTh2,raw,264,360,raw:264:5,low,low
6,0.46172380983771566,0.08535578959207457,0.08850444756371033,0.25,0.6440223852820093,0.9999999900011323,0.0,0.21186134899783352,0.2980074617606698,ETTh2,raw,264,360,raw:264:6,low,low
0,0.704779535145132,0.6756176963785803,0.4655693411361994,0.25,0.801454047438296,2.186698314625258,0.1977830521079046,0.6153221908866372,0.4164123665154002,ETTh2,raw,312,408,raw:312:0,high,low
1,0.6048061956687434,0.35045126299891116,0.47554052318903534,0.375,0.7882895072431934,2.186698314625258,0.1977830521079046,0.4769326606188966,0.45369085311703267,ETTh2,raw,312,408,raw:312:1,high,mid
2,0.6742828114418848,0.7073918076376375,0.41830691328232156,0.25,0.7984029271919943,2.186698314625258,0.1977830521079046,0.5999938441206146,0.4153953264332997,ETTh2,raw,312,408,raw:312:2,high,low
3,0.6195134013353039,0.34003958376473875,0.4282430878432504,0.375,0.7910592076496098,2.186698314625258,0.1977830521079046,0.4625986909810977,0.4546140865858381,ETTh2,raw,312,408,raw:312:3,high,mid
4,0.12125432308067108,0.2943991189706009,0.5315150022858316,1.0,0.7969538871210418,2.186698314625258,0.1977830521079046,0.3157228147790345,0.6649123130763154,ETTh2,raw,312,408,raw:312:4,low,high
5,0.0,0.0,0.0,0.0,-0.0,2.186698314625258,0.1977830521079046,0.0,0.0659276840359682,ETTh2,raw,312,408,raw:312:5,low,low
6,0.22857898544200428,0.1956097282909805,0.5286278428829738,0.25,0.66108540152571,2.186698314625258,0.1977830521079046,0.3176055188719862,0.36962281787787155,ETTh2,raw,312,408,raw:312:6,low,low
0,0.6892819853136967,0.715911132127892,0.6811932011594896,0.0,0.7660226819981958,1.9423240580874364,0.15705400941948272,0.6954621062003593,0.3076922304725595,ETTh2,raw,336,432,raw:336:0,high,low
1,0.7325839555667155,0.5977415866633456,0.8508337314006924,0.0,0.8172738060865791,1.9423240580874364,0.15705400941948272,0.7270530912102512,0.3247759385020206,ETTh2,raw,336,432,raw:336:1,high,low
2,0.6930738993295336,0.7344394977618474,0.7141368160729721,0.0,0.7624944495945126,1.9423240580874364,0.15705400941948272,0.7138834043881177,0.3065161530046651,ETTh2,raw,336,432,raw:336:2,high,low
3,0.7798451933224705,0.5311703067347884,0.8390652478229381,0.0,0.8284377621652929,1.9423240580874364,0.15705400941948272,0.7166935826267323,0.3284972571949252,ETTh2,raw,336,432,raw:336:3,high,low
4,0.35491578119963474,0.3094304756233307,0.4979126588557186,0.75,0.8289015165522294,1.9423240580874364,0.15705400941948272,0.38741963855956135,0.5786518419905707,ETTh2,raw,336,432,raw:336:4,mid,mid
5,0.0,0.0,0.0,0.0,-0.0,1.9423240580874364,0.15705400941948272,0.0,0.052351336473160905,ETTh2,raw,336,432,raw:336:5,low,low
6,0.64738457596067,0.050712646358895594,0.7229383724132726,0.125,0.6220924103545702,1.9423240580874364,0.15705400941948272,0.4736785315776128,0.3013821399246843,ETTh2,raw,336,432,raw:336:6,high,low
0,0.2351450257327613,0.1919463116010157,0.590472480591329,0.375,0.8263848679484916,1.8778581395197287,0.1463096896761053,0.3391879393083686,0.44923151920819904,ETTh2,raw,384,480,raw:384:0,mid,mid
1,0.36781461374153945,0.2085413916644604,0.6328130994328455,0.875,0.9626408778963278,1.8778581395197287,0.1463096896761053,0.4030563682796151,0.6613168558574777,ETTh2,raw,384,480,raw:384:1,mid,high
2,0.40861129381886907,0.14790915697926163,0.5379588744930903,0.375,0.8045742753545018,1.8778581395197287,0.1463096896761053,0.36482644176374035,0.441961321676869,ETTh2,raw,384,480,raw:384:2,mid,mid
3,0.497853565786614,0.15694908961137916,0.5004289703012647,1.0,0.964897076445822,1.8778581395197287,0.1463096896761053,0.3850772085664193,0.7037355887073091,ETTh2,raw,384,480,raw:384:3,mid,high
4,0.4067571768922448,0.09043069451752657,0.3000017480008356,0.5,0.7672637279715664,1.8778581395197287,0.1463096896761053,0.26572987313686897,0.47119113921589056,ETTh2,raw,384,480,raw:384:4,low,mid
5,0.0,0.0,0.0,0.0,-0.0,1.8778581395197287,0.1463096896761053,0.0,0.048769896558701765,ETTh2,raw,384,480,raw:384:5,low,low
6,0.32982172313346914,0.025675218127789962,0.4612937702818518,0.125,0.5679380679602635,1.8778581395197287,0.1463096896761053,0.2722635705143703,0.2797492525454563,ETTh2,raw,384,480,raw:384:6,low,low
0,0.5410974940724081,0.07714275946260744,0.5806933054204644,0.625,0.8661440862748198,2.238589647020377,0.20643160749267683,0.3996445196518266,0.5658585645891655,ETTh2,raw,408,504,raw:408:0,mid,mid
1,0.29432373754614805,0.17612782481011113,0.44497473426368844,1.0,0.9569042932096835,2.238589647020377,0.20643160749267683,0.30514209887331584,0.7211119669007867,ETTh2,raw,408,504,raw:408:1,low,high
2,0.49769542838824177,0.05144277296080821,0.6206092733485074,0.625,0.84279800168845,2.238589647020377,0.20643160749267683,0.3899158248991858,0.5580765363937089,ETTh2,raw,408,504,raw:408:2,mid,mid
3,0.46345023053398293,0.20424668826857745,0.4532250266881942,1.0,0.96159393840038,2.238589647020377,0.20643160749267683,0.3736406484969182,0.7226751819643522,ETTh2,raw,408,504,raw:408:3,mid,high
4,0.4147189665870934,0.14111257679701078,0.49301700182789177,0.5,0.7558217000188626,2.238589647020377,0.20643160749267683,0.349616181737332,0.4874177691705131,ETTh2,raw,408,504,raw:408:4,mid,mid
5,0.0,0.0,0.0,0.0,-0.0,2.238589647020377,0.20643160749267683,0.0,0.06881053583089228,ETTh2,raw,408,504,raw:408:5,low,low
6,0.671349564142206,0.25305192119819353,0.6122149707832091,0.25,0.604531168092425,2.238589647020377,0.20643160749267683,0.5122054853745363,0.3536542585283673,ETTh2,raw,408,504,raw:408:6,high,low
0,0.32961342563718277,0.10117410795461106,0.8690152734111881,0.75,0.8011482253534034,2.595603430714174,0.26593390467580585,0.4332676023343273,0.6056940433430698,ETTh2,raw,432,528,raw:432:0,high,high
1,0.5905217755173919,0.1589145442631329,0.6337255247632223,1.0,0.8694653519695393,2.595603430714174,0.26593390467580585,0.46105394818124906,0.711799752215115,ETTh2,raw,432,528,raw:432:1,high,high
2,0.42870014028675496,0.09586319976633301,0.8307964275724443,0.75,0.7904623804769526,2.595603430714174,0.26593390467580585,0.45178658920851084,0.6021320950509195,ETTh2,raw,432,528,raw:432:2,high,high
3,0.4812777766262796,0.14085769239397264,0.5389475964300675,1.0,0.8764029122903987,2.595603430714174,0.26593390467580585,0.3870276884834399,0.7141122723220682,ETTh2,raw,432,528,raw:432:3,mid,high
4,0.8989629326503765,0.15817522331938194,0.4683617283068405,0.125,0.7486373315794753,2.595603430714174,0.26593390467580585,0.508499961425533,0.3798570787517604,ETTh2,raw,432,528,raw:432:4,high,low
5,0.0,0.0,0.0,0.0,-0.0,2.595603430714174,0.26593390467580585,0.0,0.08864463489193529,ETTh2,raw,432,528,raw:432:5,low,low
6,0.7024850770106731,0.11723865385484702,0.7985519832057317,0.25,0.4366362224305699,2.595603430714174,0.26593390467580585,0.5394252380237506,0.31752337570212524,ETTh2,raw,432,528,raw:432:6,high,low
0,0.4839347379972704,0.0799450614074732,0.7524256993417924,0.625,0.7474542025883186,0.9999999900001483,0.0,0.4387684995821786,0.4574847341961062,ETTh2,raw,480,576,raw:480:0,high,mid
1,0.5973128186355416,0.12505150097355672,0.6466910210525316,0.875,0.9315152871249132,0.9999999900001483,0.0,0.4563517802205433,0.602171762374971,ETTh2,raw,480,576,raw:480:1,high,high
2,0.4312494408684685,0.07083669310296317,0.7268145699726979,0.5,0.7341906106019114,0.9999999900001483,0.0,0.4096335679813765,0.41139687020063714,ETTh2,raw,480,576,raw:480:2,mid,low
3,0.22567642272821276,0.14441312239039777,0.5911641741042338,1.0,0.9429938710108697,0.9999999900001483,0.0,0.32041790640761475,0.6476646236702899,ETTh2,raw,480,576,raw:480:3,low,high
4,0.9196509555474255,0.3520586677745934,0.4448727469785417,0.5,0.8390774771268262,0.9999999900001483,0.0,0.5721941234335202,0.44635915904227536,ETTh2,raw,480,576,raw:480:4,high,mid
5,0.0,0.47823950065850773,0.0,1.0,0.7692112084543381,0.9999999900001483,0.0,0.15941316688616924,0.5897370694847793,ETTh2,raw,480,576,raw:480:5,low,mid
6,0.18310404328105157,0.0016980458482359808,0.4032258314789999,0.25,0.2553244407721743,0.9999999900001483,0.0,0.19600930686942916,0.16844148025739145,ETTh2,raw,480,576,raw:480:6,low,low
0,0.3971121577764034,0.22991954621857125,0.5834652127869997,0.625,0.8026949616172416,0.9999999900000607,0.0,0.4034989722606581,0.47589832053908054,ETTh2,raw,504,600,raw:504:0,mid,mid
1,0.4448443585058832,0.4529316375023137,0.5719201730031883,1.0,0.9544906527108691,0.9999999900000607,0.0,0.48989872300379506,0.6514968842369564,ETTh2,raw,504,600,raw:504:1,high,high
2,0.36727328354896993,0.22043919637526693,0.5528745312945015,0.5,0.7826648560499997,0.9999999900000607,0.0,0.38019567040624613,0.4275549520166666,ETTh2,raw,504,600,raw:504:2,mid,mid
3,0.4661924796625262,0.43439067327812597,0.5024487795678491,1.0,0.9623268068018705,0.9999999900000607,0.0,0.4676773108361671,0.6541089356006236,ETTh2,raw,504,600,raw:504:3,high,high
4,0.5696389021369986,0.1029757575808799,0.5305023781813334,1.0,0.8899174330033774,0.9999999900000607,0.0,0.4010390126330707,0.6299724776677925,ETTh2,raw,504,600,raw:504:4,mid,high
5,0.0,0.21971378662729477,0.8218740823036773,1.0,0.8213349636170021,0.9999999900000607,0.0,0.347195956310324,0.6071116545390006,ETTh2,raw,504,600,raw:504:5,mid,high
6,0.14299949381997823,0.0029471013396786634,0.36846063542988194,0.25,0.2535867960215011,0.9999999900000607,0.0,0.1714690768631796,0.16786226534050033,ETTh2,raw,504,600,raw:504:6,low,low
0,0.19070873594992888,0.15964319529591375,0.6119111492278295,0.75,0.8100676808524127,0.9999999900000701,0.0,0.3207543601578907,0.5200225602841376,ETTh2,raw,552,648,raw:552:0,low,mid
1,0.41482516812614845,0.26593035167902046,0.6246892846526345,1.0,0.8551381977693745,0.9999999900000701,0.0,0.43514826815260116,0.6183793992564581,ETTh2,raw,552,648,raw:552:1,high,high
2,0.19665774744947961,0.16043725259739128,0.5816701016355887,0.75,0.7995008366738109,0.9999999900000701,0.0,0.31292170056081986,0.5165002788912703,ETTh2,raw,552,648,raw:552:2,low,mid
3,0.22634797167555043,0.2356689830246616,0.6045623411048172,1.0,0.8345540319564985,0.9999999900000701,0.0,0.35552643193500977,0.6115180106521662,ETTh2,raw,552,648,raw:552:3,mid,high
4,0.11518875091351799,0.1865586877031803,0.4496298664747145,0.875,0.8004463920530082,0.9999999900000701,0.0,0.2504591016971376,0.558482130684336,ETTh2,raw,552,648,raw:552:4,low,mid
5,0.0,0.2255318143108156,0.20349208869045352,1.0,0.6788179004145057,0.9999999900000701,0.0,0.1430079676670897,0.5596059668048352,ETTh2,raw,552,648,raw:552:5,low,mid
6,0.07361146739419333,0.03916971846296288,0.356765594672618,0.25,0.3208921087474947,0.9999999900000701,0.0,0.15651559350992472,0.19029736958249824,ETTh2,raw,552,648,raw:552:6,low,low
0,0.15812601617520528,0.2403414069837143,0.5118214276880328,0.375,0.7842344796316394,0.999999990000052,0.0,0.3034296169489841,0.38641149321054646,ETTh2,raw,576,672,raw:576:0,low,low
1,0.4154433399338163,0.3289940655848176,0.48313427934565834,1.0,0.9027814796122248,0.999999990000052,0.0,0.4091905616214307,0.6342604932040748,ETTh2,raw,576,672,raw:576:1,mid,high
2,0.17652092013752751,0.2216917930853109,0.5076211634224104,0.375,0.7686136503444951,0.999999990000052,0.0,0.3019446255484162,0.38120455011483173,ETTh2,raw,576,672,raw:576:2,low,low
3,0.2320158155011054,0.2579446987435142,0.5341280076713263,1.0,0.893787626314073,0.999999990000052,0.0,0.34136284063864863,0.631262542104691,ETTh2,raw,576,672,raw:576:3,mid,high
4,0.8604723833776993,0.10288263457356205,0.1818963883780182,0.375,0.6808802490428805,0.999999990000052,0.0,0.38175046877642654,0.3519600830142935,ETTh2,raw,576,672,raw:576:4,mid,low
5,0.0,0.26062424542661633,0.5061565748806378,1.0,0.7754064783530716,0.999999990000052,0.0,0.2555936067690847,0.5918021594510239,ETTh2,raw,576,672,raw:576:5,low,mid
6,0.10819880718072494,0.028745307300749992,0.20419801940426763,0.25,0.3228395122334726,0.999999990000052,0.0,0.11371404462858085,0.1909465040778242,ETTh2,raw,576,672,raw:576:6,low,low
0,0.2878982795099915,0.11531887050431242,0.5268750907385794,0.375,0.6794494052929938,0.9999999900000635,0.0,0.3100307469176278,0.3514831350976646,ETTh2,raw,600,696,raw:600:0,low,low
1,0.5455714680208467,0.17074140430127105,0.5513080400086651,0.875,0.8294553229499515,0.9999999900000635,0.0,0.42254030411026094,0.5681517743166505,ETTh2,raw,600,696,raw:600:1,mid,mid
2,0.34264610751576774,0.11603477051273084,0.5272983383689944,0.25,0.6503699166201579,0.9999999900000635,0.0,0.3286597387991643,0.3001233055400526,ETTh2,raw,600,696,raw:600:2,mid,low
3,0.4472531279861329,0.17416984873030367,0.5661994668023608,1.0,0.8334571872866792,0.9999999900000635,0.0,0.3958741478395991,0.6111523957622264,ETTh2,raw,600,696,raw:600:3,mid,high
4,0.9284963138447313,0.12371582724369345,0.4431366704650303,0.25,0.6981184175894998,0.9999999900000635,0.0,0.4984496038511517,0.3160394725298333,ETTh2,raw,600,696,raw:600:4,high,low
5,0.0,0.2890358177336574,1.0,1.0,0.8133884102149602,0.9999999900000635,0.0,0.42967860591121915,0.6044628034049867,ETTh2,raw,600,696,raw:600:5,high,high
6,0.03804601344385139,0.03018415047342569,0.3640363502036455,0.25,0.32328991737361495,0.9999999900000635,0.0,0.14408883804030753,0.19109663912453834,ETTh2,raw,600,696,raw:600:6,low,low
0,0.970417173775693,0.275623735774995,0.325494872518199,0.5,0.833474148984439,0.99999999000328,0.0,0.523845260689629,0.44449138299481294,ETTh2,raw,648,744,raw:648:0,high,mid
1,0.9999999963602999,0.3684136980361912,0.46689644975299865,1.0,0.8555701802392272,0.99999999000328,0.0,0.6117700480498299,0.6185233934130757,ETTh2,raw,648,744,raw:648:1,high,high
2,0.9715379044090316,0.3039807533508032,0.4414033243560631,0.25,0.7749461507192343,0.99999999000328,0.0,0.572307327371966,0.34164871690641146,ETTh2,raw,648,744,raw:648:2,high,low
3,0.9425658516576471,0.3204056276839359,0.6349813510227421,1.0,0.8365747395583581,0.99999999000328,0.0,0.632650943454775,0.612191579852786,ETTh2,raw,648,744,raw:648:3,high,high
4,0.9999999678882016,0.2185482270564405,0.2570917264907367,0.875,0.9317332479212579,0.99999999000328,0.0,0.4918799738117929,0.6022444159737527,ETTh2,raw,648,744,raw:648:4,high,high
5,0.0,0.129678690849524,1.0,0.875,0.8912216920444909,0.99999999000328,0.0,0.376559563616508,0.5887405640148303,ETTh2,raw,648,744,raw:648:5,mid,mid
6,0.9735141634802145,0.32208804857349765,0.18141641078887982,0.25,0.47119386215585024,0.99999999000328,0.0,0.49233954094753063,0.24039795405195008,ETTh2,raw,648,744,raw:648:6,high,low
0,0.9800356266316036,0.33589397091621337,0.03635360378680887,0.375,0.8224251916680321,0.9999999900024703,0.0,0.4507610671115419,0.3991417305560107,ETTh2,raw,672,768,raw:672:0,high,low
1,0.9709559140421375,0.28694513726345605,0.998452569789826,1.0,0.7630026272291085,0.9999999900024703,0.0,0.7521178736984732,0.5876675424097028,ETTh2,raw,672,768,raw:672:1,high,mid
2,0.9449082623992963,0.3974642561507309,0.8783307673936004,0.375,0.8094802253850685,0.9999999900024703,0.0,0.7402344286478758,0.39482674179502286,ETTh2,raw,672,768,raw:672:2,high,low
